entity_head	relation	entity_tail
1655	10	3671
871	10	12587
2088	10	11146
915	10	11022
554	1	4334
623	10	4043
871	10	11103
1857	10	8964
1619	10	8480
2712	10	3455
2171	4	9869
403	10	3448
978	10	12671
1620	10	7536
2269	3	7615
1563	10	12254
261	10	6096
1995	10	3063
1008	3	4740
1460	10	7565
586	10	12803
1334	10	7690
1832	10	12347
1647	10	6287
11	10	9666
1852	3	9125
53	10	8730
193	10	10933
1015	10	7775
2707	10	9608
466	3	10974
1168	1	4586
2880	10	5375
1554	10	9559
1857	10	11672
231	10	10885
2787	10	13242
2667	9	9241
592	10	12695
437	3	9705
29	3	10507
317	4	7175
1687	10	13631
160	10	10195
74	3	13308
2113	10	8009
222	10	4238
1205	10	7916
1619	10	7539
907	3	4138
1554	10	13104
1144	10	8053
299	3	9238
1337	10	9146
582	10	8126
1708	4	9966
1686	10	9444
281	10	10962
2143	4	12445
162	10	5201
1493	10	13109
2358	10	4304
2845	4	13197
1032	10	8854
2715	10	9555
1403	10	12418
2348	10	11812
2896	3	7423
905	10	13490
615	10	11079
2616	10	10347
70	10	10531
2642	10	6457
266	10	12871
1875	10	10459
2811	10	12907
2455	10	9549
1282	1	4515
2872	10	10521
2231	10	7659
2211	10	4773
1156	10	12447
1064	10	4680
660	10	3116
752	10	12454
1161	4	8301
752	10	3454
1074	10	5354
72	3	8977
2405	10	6589
50	10	7120
2386	10	12202
1169	3	4137
1822	4	13645
1495	10	11140
1001	10	4477
893	10	4440
2697	10	9605
1589	10	4322
328	10	8881
2786	4	12445
16	10	5109
1879	3	7421
2602	4	7695
62	10	9752
339	10	11536
1864	10	4766
827	4	11119
2067	10	9166
2444	10	9555
1029	7	3991
469	10	5369
1710	3	3561
1493	1	3962
192	10	9216
2228	10	12101
355	3	7554
1397	3	10121
2800	10	9520
175	10	13698
647	10	5161
803	10	5243
1185	10	4170
1161	10	13000
716	10	13030
1934	10	4799
1806	3	8793
2281	3	8762
2724	10	5386
1661	10	4625
1940	10	8391
359	10	8321
1420	10	4760
835	4	6828
2813	10	9521
2080	10	12949
1484	3	6476
2204	10	13158
2715	10	9355
2074	10	12435
1480	10	13339
2455	10	4589
2372	10	9644
1326	3	5149
2014	10	9045
2905	10	12357
2679	3	5126
1018	10	9615
2243	10	10154
538	10	3620
2648	10	5270
262	10	5626
920	10	3614
726	10	8621
218	10	10434
2208	10	10713
811	3	12376
375	10	4598
1900	10	13580
1553	3	4142
867	10	7632
2567	3	12570
145	3	7554
1132	4	6458
605	3	7934
982	10	13041
2686	3	8469
689	10	12915
1823	10	8175
2228	10	3529
97	10	4719
2888	10	10532
2168	10	11079
542	10	10790
2202	10	3517
738	3	6573
1329	10	10204
756	3	7934
1414	10	12581
2303	3	10224
948	10	12700
2300	10	8280
151	10	8908
731	3	9517
895	10	9984
409	10	7500
775	4	10373
2280	3	4859
2264	10	5526
1108	3	3087
1959	10	12850
30	10	13243
2228	10	11981
522	10	3266
1079	10	10890
459	3	12376
323	10	7800
1870	10	13241
315	3	9593
1958	10	4732
1646	10	13127
888	3	13095
82	3	10429
1906	10	4432
270	3	4532
1560	10	5983
2340	10	4412
2547	10	3138
779	10	4886
2258	10	9119
2734	1	6887
1940	3	4758
2345	10	3162
1876	10	12860
1491	10	13188
1673	3	7934
2641	3	11056
2469	10	12041
420	10	4281
179	10	12528
1707	10	5354
483	10	4059
1561	3	9160
2659	10	4059
2201	10	6448
963	8	11363
375	10	12391
1664	10	5495
1950	3	4532
2519	10	8701
1770	10	6280
1097	10	3902
1147	10	4220
2133	10	3372
2373	10	5596
104	3	13360
2784	10	4510
982	10	9191
804	10	8321
108	3	6495
1404	3	5078
1636	3	3228
844	3	7934
1979	10	12598
2715	10	5483
2668	10	12768
1061	10	9426
2013	10	7148
1613	10	12726
1389	3	9778
588	10	5480
2168	10	5711
1282	3	3477
384	10	4347
1161	10	8714
2128	10	13372
2611	4	5428
1663	10	3652
355	10	8193
2112	10	7257
2805	3	6214
890	3	12376
16	10	9617
1807	9	7821
2009	10	7724
466	10	10130
1817	10	12900
1066	10	5948
1465	3	11984
1436	10	10422
1452	10	10543
435	3	11069
315	10	9337
2009	10	12608
2284	3	12376
2707	3	8837
1354	3	9778
2924	10	3813
2208	10	12917
613	10	6775
848	10	13574
1181	2	3803
2875	3	11578
33	10	4745
1788	1	11401
2168	3	3561
2320	10	13189
269	10	12679
1141	10	8017
44	10	7534
2664	10	4788
1043	10	8044
752	10	5824
2287	3	9632
457	10	4774
2271	10	6581
1170	3	7423
1444	10	7642
328	10	5040
712	10	4329
2557	10	10602
2207	10	9162
2239	3	5069
951	10	6581
422	10	3011
1601	10	10713
1462	10	6677
591	10	4865
585	10	6269
198	10	3236
2711	10	3438
61	10	8964
1769	3	13494
2369	3	8210
2961	10	13612
322	10	7725
148	10	4073
2247	3	11631
2949	10	12810
1250	3	6490
1316	10	5354
1538	7	11251
519	10	3702
2884	10	10449
1466	4	13079
452	10	4090
1339	3	7934
2284	3	4137
1435	10	3099
1791	7	7083
18	3	9392
468	10	5540
2168	3	5412
2208	10	3927
90	10	8239
316	10	4598
148	4	4654
952	10	5658
854	10	8980
135	3	9530
1981	10	12143
1286	3	7237
2531	3	12789
1641	3	6105
2121	10	4493
803	10	6626
872	6	10651
847	10	12041
1923	1	5159
1926	3	12376
2250	10	10124
1585	3	7921
2530	10	9991
2710	10	3416
1414	10	6027
289	10	6209
675	10	11383
1666	10	12760
1352	10	10753
471	3	7934
1824	10	13223
1560	3	9342
895	3	6476
334	10	12850
1874	10	6566
46	10	5674
852	10	3916
2644	10	13530
1957	10	10169
1624	10	8645
630	10	12612
365	10	7326
1044	3	11197
1147	10	13230
1452	10	3277
1887	10	11983
690	10	10238
2303	10	7245
10	3	4409
1954	10	4942
2811	10	4671
1933	10	7279
2136	10	11963
2452	10	12871
2642	10	3853
397	10	12419
2372	10	4514
1760	3	3680
271	3	12376
416	10	10295
351	10	8616
2433	3	4665
1744	10	13210
2390	4	10951
1389	10	13487
2312	10	2984
656	3	12376
1857	10	3044
681	10	12648
1728	10	9426
1399	10	7937
1396	10	8964
2541	3	10507
537	10	10479
2569	10	11662
2287	10	4059
1842	3	13270
52	3	7720
1264	10	5201
1702	3	7554
1576	4	4730
138	10	5495
2935	3	4388
2871	10	5917
1282	10	5496
867	10	12725
2593	1	9452
2048	10	4715
2336	3	5916
1831	10	8964
2787	10	6700
1356	10	4571
2593	10	4059
1938	3	12322
1178	10	6769
629	3	6798
879	10	2987
1409	10	4589
1073	10	4338
425	2	8319
2273	3	4373
1407	10	3883
2031	10	5624
821	3	7602
2834	10	13580
45	2	12307
2308	10	7632
1282	10	3063
1548	10	7338
56	10	5319
1997	7	12958
1215	10	3139
1547	10	12116
1743	3	11191
2280	4	10581
571	10	9839
1620	10	9038
968	3	9517
1141	3	6011
2578	10	12610
1752	3	9778
198	10	10925
1382	10	7690
1314	10	5369
195	10	11328
2187	10	10434
90	10	9357
2450	10	12810
734	10	8244
1015	3	6052
2027	1	3962
1579	10	13188
941	10	10907
738	10	9521
803	10	6589
195	10	4518
2147	10	9677
114	10	10786
476	10	3940
1431	10	5322
830	10	4773
1481	7	9883
613	10	5947
2959	10	8205
1000	10	5322
1560	10	3682
757	3	7934
2959	3	10609
2648	10	6027
961	10	11502
1247	10	9118
874	9	12811
130	10	5424
2785	10	8362
2239	3	9517
281	10	10540
77	10	5512
565	10	13680
781	10	7998
2822	10	12578
437	3	4252
1102	4	8411
2228	10	6917
493	3	8620
2161	3	8741
1734	3	10668
2459	10	13547
1276	10	8897
2928	10	5922
2404	10	5585
2383	3	5000
2174	3	4810
1528	10	12454
129	3	7934
220	3	11676
1545	10	3337
1741	10	11215
223	10	10328
1969	10	12587
1920	10	12470
990	10	12471
1727	10	9357
1810	10	4446
1580	3	10121
2549	10	4048
180	10	8191
1326	10	10711
2503	3	10021
806	3	7934
2842	10	5657
2537	3	13234
857	10	13642
2801	3	7672
2890	10	9426
2837	10	10753
1527	10	3400
1043	10	3591
2176	3	12953
2845	10	7464
1793	3	9725
261	10	12961
2122	10	12115
790	3	7934
2794	4	13416
1396	10	10911
982	10	4325
682	10	12871
784	3	12376
1131	10	4503
1052	10	4711
1747	4	3239
1605	10	13339
1032	3	3602
1226	10	7506
2113	10	3972
1304	10	3757
1499	10	6394
1769	10	9803
355	10	12489
397	10	12528
2949	3	4445
2507	3	3092
976	3	7758
154	10	9194
480	3	5126
1789	4	12256
698	2	6539
345	10	6141
1049	3	11655
985	4	6618
1085	4	3039
558	10	6522
2718	10	12661
2103	3	8977
1194	10	6652
1403	3	8977
2425	3	13511
1257	10	10238
455	10	13242
1366	10	13199
948	3	5725
167	10	6700
1069	10	5204
728	10	3028
2816	10	10312
1226	3	7934
1884	4	5622
1824	4	5882
901	3	12135
135	10	13304
967	10	13302
2858	10	5947
55	10	8316
1452	10	7286
2140	10	11003
2353	10	11311
800	10	4567
1961	10	4611
2939	3	5812
398	10	12768
657	3	5762
2071	10	3604
714	10	10450
2249	3	7200
1762	10	6242
1269	2	12747
1449	10	3556
2551	10	7808
1461	10	12215
748	3	7756
2957	10	4819
1716	10	4851
2208	10	10452
1036	3	8240
2916	10	9426
2509	8	9807
1428	10	6073
1792	10	5508
1554	10	8773
1023	3	8492
378	4	6406
2406	4	13224
1524	10	4410
1736	3	7602
1551	3	10507
1092	3	12226
282	10	3634
2939	3	7934
1639	4	5723
739	10	8568
1413	10	12292
939	3	5119
1970	10	5846
1147	10	8321
1883	10	13580
964	10	12489
2668	10	7269
2787	10	4377
2520	10	12786
1399	3	13340
428	10	5382
296	10	3263
2710	3	7423
168	10	9426
2106	3	7469
2804	10	10726
935	10	11699
2158	10	10731
2916	3	7934
2362	10	12874
1208	10	8099
1372	10	12332
2536	3	7819
1702	10	6532
2410	6	9175
180	7	6388
627	3	11660
1665	3	4075
604	3	3569
1436	10	9320
396	10	8913
385	10	6118
1670	3	4409
2412	10	13749
835	10	6150
517	3	6990
796	10	8579
732	10	5016
1624	10	7358
184	4	3752
602	3	7934
693	10	10753
1113	10	9470
2216	3	12376
1110	3	9517
2464	10	11700
682	10	11183
2873	10	12305
522	10	5917
1622	10	11206
1392	10	12850
2568	10	5535
1643	10	9746
871	10	6812
1883	10	8774
1772	10	5047
1438	10	7382
814	3	9778
1689	10	9426
2382	10	3074
893	10	11770
1345	10	8017
970	10	12016
518	3	12632
844	10	6147
934	3	10544
343	0	8473
983	10	13495
2799	3	7934
355	10	9747
57	10	12743
1347	10	7952
722	10	10247
912	10	12586
1844	3	3939
1108	10	13487
1547	10	5790
2764	10	9448
675	10	12587
2181	10	8596
2638	3	6573
2194	3	7130
2368	10	12540
1444	10	8278
2433	10	7985
330	10	13580
469	10	12799
138	10	5903
610	4	5423
2770	10	3583
2843	3	11747
1946	10	12175
1518	3	5863
294	10	4109
773	3	6942
2036	3	12556
2075	4	4198
1993	10	4177
1661	10	9686
2415	10	8321
388	10	7488
244	10	8465
173	10	12915
1794	10	3955
2143	10	12066
2435	4	11793
1200	3	10986
2403	3	8762
505	10	12432
999	3	3887
2215	10	10154
2858	10	6773
1387	10	7645
1440	10	11127
2088	10	10262
163	3	7658
2887	10	4430
2593	10	7719
1502	10	13193
394	3	9335
1755	10	12850
401	3	11041
2284	3	5935
591	10	5495
191	10	13304
2622	10	6163
1073	3	12135
1119	4	6142
14	3	13511
979	10	13114
1043	10	12985
2622	10	12561
208	3	11984
2563	10	4581
2425	10	3636
1722	10	5261
2508	4	13332
1987	3	11492
1930	10	8701
1339	10	6222
2011	3	10571
21	6	11701
1435	10	4059
2742	3	7934
26	10	2985
1764	4	3676
178	10	4059
649	3	6225
1997	10	6753
2671	10	13302
2982	10	6096
466	10	8452
2115	10	12292
2204	10	7563
586	10	8952
2733	3	3887
2643	10	12190
898	3	3836
1414	10	12528
1625	10	8871
1669	10	13530
835	10	5167
732	10	12890
2824	3	4784
2878	10	4500
844	10	5054
144	10	9812
2610	10	3324
2642	10	10459
519	1	7329
1003	3	3117
2775	10	6665
1845	10	9913
1019	3	8961
2787	10	13043
1930	3	9488
1394	10	3673
70	3	8296
4	10	10534
2216	10	5963
2382	10	8144
211	10	6428
2874	10	8434
2739	10	3597
258	10	12069
2228	10	10705
2540	10	10472
894	10	9425
2966	10	7252
30	10	13490
1950	3	4828
408	10	10569
571	10	4141
2135	10	10052
814	10	11496
659	3	3915
72	10	13316
468	10	13490
2528	3	6391
1608	10	13373
1445	0	4726
1064	10	7434
872	10	10726
87	10	4281
680	10	5950
11	10	6847
2718	10	12107
2011	10	8836
2228	10	10033
2633	3	8331
2587	10	3604
3	10	3811
2648	10	12581
1064	10	5496
1246	3	7084
398	10	9355
253	3	7934
1328	10	4664
2327	10	4170
2069	10	10449
2833	10	6600
965	10	9459
299	10	3209
2511	3	7921
1210	3	7423
1060	10	11007
866	10	4344
1261	10	8673
296	4	5395
2371	10	7550
1825	7	4923
704	10	3034
2528	10	6884
155	3	7999
827	10	12489
147	10	5570
2825	3	3660
1670	10	3614
1503	10	7750
2255	10	11013
2007	10	7556
388	10	3664
265	3	12717
2947	10	10726
1716	10	13257
1183	10	13487
2529	1	3390
1362	10	8394
1697	10	9148
2517	3	8512
256	10	11374
1414	10	6589
2190	3	13213
2715	10	10909
2161	10	4500
2187	10	10864
193	1	11970
1725	10	11422
1023	10	5234
1966	10	11292
2016	10	4002
1690	10	11133
81	10	10978
1931	10	10532
2523	10	13430
2674	3	9778
1560	3	8077
2514	10	9426
2327	3	12376
1363	3	9517
2832	10	9900
989	2	11094
1160	3	13633
2907	10	13228
4	10	5424
434	10	13503
1934	10	2991
907	1	8946
2452	10	6096
2107	10	4042
1903	3	8793
1101	10	12552
768	10	11662
2421	10	13521
2753	3	5401
1752	10	3575
1264	10	5406
1340	3	7853
2012	1	6204
2327	10	4508
408	10	10753
675	10	9378
2796	3	9230
1934	3	11631
435	10	12949
1818	10	7074
1419	10	13569
2145	3	4966
1605	10	3033
2345	10	3277
1490	10	3314
1987	3	3830
209	10	8633
1451	10	7518
2977	3	10442
871	10	5496
368	10	13097
526	10	6831
2977	10	8321
2572	10	11236
2243	3	7059
2320	3	4998
1195	10	11455
2921	0	9620
2643	10	12867
1297	10	11261
1898	10	8463
2327	3	4252
1162	10	4209
1092	1	4515
553	10	7441
1518	3	6597
1638	5	10118
2947	10	12041
468	10	11225
571	10	10748
1961	3	12430
251	10	10555
997	3	10826
726	1	3541
2630	10	9783
2362	10	12489
2131	4	5104
1282	10	12946
716	3	9870
932	10	11013
1322	10	6983
17	10	11220
122	4	3759
2310	10	8127
2202	3	7049
2756	10	7417
1174	10	4799
1363	10	8157
2934	10	4288
1448	10	5698
532	10	9766
2371	10	6342
2198	3	4701
1554	10	4993
1098	10	12282
2914	3	8350
462	3	10949
1454	4	13049
1067	3	8331
1257	10	7746
200	3	10507
1329	10	3747
1309	10	4270
1867	10	12872
2731	10	9426
543	10	3139
1178	10	4001
2125	3	3002
1377	10	4625
867	10	4174
666	10	12850
1328	10	9489
948	10	8375
872	10	4136
2001	10	10935
1386	3	3383
430	10	13216
1500	10	10978
618	10	9744
912	10	4922
1138	3	12376
2092	10	11888
1500	10	12095
56	10	5884
1082	10	5417
5	10	8602
683	10	7195
2390	10	10933
1538	10	4469
2446	10	7598
803	10	8491
616	10	3062
1981	3	3864
2147	10	3938
1779	3	7934
2558	4	6850
2671	10	8677
1862	10	3277
2966	4	12445
1393	10	7589
6	4	6380
2628	1	4515
1779	4	13161
953	3	10271
243	10	5350
867	10	13479
2244	10	5947
752	10	9426
2069	10	13158
957	10	10031
1349	10	3940
2530	2	5389
1664	10	11383
36	10	7216
2009	10	11140
116	3	11050
2975	2	12206
1422	10	12874
2667	10	8916
959	3	6811
1405	10	9748
2802	10	5669
1773	3	7934
582	3	10928
1495	10	7513
1561	1	10200
1456	10	4581
1972	10	5371
1608	10	11455
689	10	5674
966	10	8009
2576	3	4663
688	10	11206
1504	10	9943
2137	10	3529
2747	10	4806
445	10	6847
2302	10	6681
1029	3	5521
1579	4	4645
2088	10	13252
270	10	13180
1805	4	10707
1656	3	6597
1682	10	12489
892	10	10704
2011	10	13305
2761	7	4092
912	10	9549
1539	10	6252
2579	10	3302
1726	10	8798
1928	10	3169
626	10	9330
457	10	5064
939	3	7615
1413	10	7074
1958	10	9324
44	10	6342
2452	10	8332
1176	10	11140
1342	10	8067
1377	10	3873
824	3	12376
1502	10	13616
2208	10	13050
1998	3	10172
285	10	6077
2542	10	5136
489	4	12392
2816	10	3926
2359	10	8044
1694	10	10106
2980	4	7442
78	10	12618
31	3	5841
2765	4	12551
1357	10	12961
237	10	6004
2000	3	4427
58	10	12874
2088	10	7494
2579	10	9630
2947	10	4974
2804	10	3634
1632	10	3967
1580	4	5649
2873	10	7358
681	10	6847
1629	10	12224
2263	10	5531
2898	4	13101
1850	3	9156
2108	10	5495
830	10	4616
1586	3	4873
9	10	12372
379	10	12622
2640	1	13354
466	10	7182
100	4	9833
2145	3	3189
396	1	5334
1929	3	9371
404	10	8568
1751	3	11352
1721	10	11735
2712	3	11655
2386	10	8009
2346	10	3947
2160	10	8009
810	10	4719
420	10	13796
2185	10	11703
167	10	4606
2071	10	8662
1842	10	12260
361	10	5474
1727	4	12924
954	1	13354
1322	10	10236
946	3	12376
444	3	10507
2523	10	13304
2619	3	6440
2737	3	7934
129	4	9880
476	3	4495
1477	10	3702
2811	3	6776
1009	10	13044
65	10	10912
1135	10	4625
85	10	4059
26	10	11800
1360	3	3066
42	10	4227
65	10	3384
422	10	4061
1438	4	11889
2235	10	10397
1397	3	12376
2382	3	7368
1066	3	12106
2671	3	3135
2244	3	11069
2957	10	10786
1122	4	11583
2067	3	11984
2405	10	9951
1598	10	12664
2919	3	5925
849	4	12987
1770	10	12581
1671	3	6495
1241	4	4811
68	10	11256
2556	10	4204
2816	10	8504
2812	10	4518
497	4	12938
80	10	8451
678	10	5538
2786	10	5571
873	10	11383
1900	10	10466
1924	10	10419
918	10	10700
361	10	10776
2114	10	9487
1581	10	8241
2810	6	5815
1531	3	7681
2751	3	9873
980	1	6887
1710	5	7174
692	10	12040
1056	3	10172
241	10	5821
21	10	8310
420	10	5383
2133	10	6923
2067	10	8871
1558	10	8237
2740	10	10555
2406	10	10017
2082	3	6893
2069	10	5741
85	10	7434
816	10	10287
1961	3	11375
2218	10	7348
332	10	6731
2072	10	4724
451	10	7434
689	10	9984
1379	3	12376
2431	3	5491
2045	10	11835
392	10	7529
122	10	6405
2084	10	3527
1912	10	7259
2907	10	12579
752	3	5996
1484	10	3532
2719	10	12101
712	3	4388
522	10	12050
19	3	8185
2259	10	10797
369	4	5254
2741	10	3158
867	10	13339
2082	10	13758
2039	3	11489
737	10	8348
779	10	4333
1765	10	13455
1291	10	7066
1647	10	4870
451	3	9371
1978	10	3673
902	10	6004
2171	10	12874
1519	4	6886
368	10	3496
2267	10	8381
622	3	11481
1846	7	6251
87	10	3804
2521	3	8354
347	10	6634
2923	10	13362
1262	3	5816
2715	3	6391
709	10	8967
1377	10	3560
2207	10	8050
1892	10	12254
2173	10	9337
782	3	11991
697	10	8017
365	10	4625
1468	10	4518
1663	3	11123
1885	4	10636
1419	10	11835
2165	10	4512
152	10	10459
1935	10	9047
1614	10	10555
1548	10	12257
898	6	3648
1601	3	4252
2080	10	12447
1832	4	4448
2759	10	5204
167	10	4460
1203	10	9761
523	10	7434
1148	10	12779
742	3	3912
1862	10	8803
928	7	11813
814	10	12067
915	10	6195
182	3	7934
75	10	8916
709	3	7496
2014	10	6294
614	10	13430
2174	10	11866
324	10	4475
902	10	5651
2413	10	10988
1476	3	13134
2143	10	9425
2771	3	12510
2168	10	8463
2071	10	10482
586	10	5985
1835	10	11502
2664	10	12679
1538	10	10154
896	10	12760
938	3	3949
1350	10	9938
2282	10	13747
294	3	3058
1557	10	12391
1721	1	11427
1382	10	12215
1517	10	4227
744	10	3168
2524	2	5396
1454	10	5370
1969	3	7934
2112	4	3338
801	10	13770
1470	3	6809
1824	4	13137
1135	2	7899
2827	10	11273
2709	3	10021
927	10	8568
1393	3	11481
743	10	9309
470	10	5609
780	10	5570
1051	10	9463
2023	10	5531
1405	10	8278
1844	10	4866
1229	10	12169
213	10	4658
2243	10	8118
1986	3	10759
504	3	7084
455	10	13145
1931	10	4365
1716	10	8321
2320	10	8673
2827	10	7082
979	10	5354
299	3	10826
2500	3	6784
831	3	4933
522	10	13490
1487	10	7829
2071	10	12922
1715	8	9352
1222	3	4148
1372	10	8646
189	10	8568
2957	10	5736
297	10	8867
2389	3	9927
2600	10	13731
2578	10	12357
1771	10	6731
1989	3	5307
2610	10	4916
1597	10	11232
1508	10	6500
469	10	9300
2642	10	10183
2243	3	9010
320	10	3094
849	10	11307
2619	3	7758
2864	10	12760
1588	4	7986
2323	4	6841
1055	10	4598
1304	10	3225
2082	10	11408
765	10	7939
538	10	12695
1201	10	12310
1779	10	6107
390	3	3343
2208	3	9517
660	10	4129
575	10	9385
2928	10	6297
1318	3	11574
830	6	9587
1362	3	5169
1410	4	11084
2418	3	3152
399	10	8194
335	3	9707
2395	10	10484
258	3	9238
575	10	11158
1054	10	3526
2375	10	7399
2477	10	4144
531	10	13624
193	10	12334
744	8	8410
1525	10	9816
2433	10	11948
1354	10	9824
1048	10	8701
2381	10	12101
1990	1	9452
998	3	11896
2707	10	13505
552	3	10859
2382	10	4773
1273	3	4678
2854	10	8782
1070	10	7565
2144	10	3977
2011	10	10713
1712	3	11169
1282	10	9461
189	10	8348
1868	6	13342
451	10	13339
990	10	10940
2883	10	11835
342	10	3980
83	4	13486
84	10	9383
807	8	11656
193	10	3448
1559	7	4361
1718	6	3799
2535	10	3169
1605	10	4763
1440	10	4976
2075	10	9598
852	3	13297
89	10	5095
586	10	6098
2685	10	3808
1481	10	3552
1827	3	12376
2208	3	4797
704	10	3113
2781	10	4565
1571	10	4599
1688	10	8673
1560	10	6392
2399	10	5826
1610	10	9099
1191	10	6560
1864	10	11983
138	10	7639
2694	4	10488
1000	2	10793
63	3	9765
154	3	11860
2405	10	5884
1281	10	9696
502	10	12489
729	10	6340
666	10	5917
448	10	12738
316	10	9426
2518	3	3057
2007	4	7695
2618	10	8996
611	10	8756
307	10	3267
768	10	7913
1359	10	3916
2761	10	12821
1948	1	6887
2199	10	13388
2305	3	7992
528	10	4487
2906	10	10185
2144	10	10317
2236	3	5841
610	3	13207
1070	10	10160
2346	10	11007
1935	3	13620
357	10	12289
1915	10	9159
804	10	5708
2907	10	8332
2555	10	13305
1560	10	8701
1286	7	6034
1817	10	12850
1436	3	4069
2588	10	7631
1277	10	9821
1808	3	12273
544	10	11855
371	10	13364
825	3	4897
2117	3	9874
867	10	11784
501	10	4382
2101	10	7736
1805	10	8685
925	10	10193
101	5	7174
61	10	12561
2572	10	9600
456	10	8923
1201	3	6023
1373	4	3554
830	10	3634
2368	3	3946
857	3	7130
1167	10	4059
2855	3	4740
950	10	11835
2461	3	5277
83	10	4958
1629	10	5480
2633	10	12618
2076	10	7279
2323	10	12431
1827	3	10747
1818	3	9335
1329	10	7455
1252	10	6252
2425	7	12097
1350	10	10555
311	10	8787
1925	10	5448
727	10	5763
1455	3	8350
846	3	10986
1366	10	5651
2423	10	11397
2759	10	5657
1691	10	10005
705	3	9777
519	3	3616
1798	3	8977
2967	3	8492
108	5	5982
1626	10	8971
1668	10	4159
2632	10	12129
2531	1	6887
2952	10	6004
1132	10	13612
2420	10	5264
824	10	6812
466	10	9069
2396	10	4486
1932	10	12447
2686	3	11179
1435	10	9099
142	3	8837
1283	10	11975
1590	10	5355
2075	10	7631
2601	10	12645
1396	3	12322
2616	10	7601
1785	10	7114
1359	10	4826
617	10	12741
2433	10	13199
2452	10	10907
1098	3	11681
2011	10	13268
1553	10	9418
2102	10	3052
1867	10	12020
98	3	9592
2244	3	12253
1678	4	11112
1982	10	12514
2235	3	4312
652	10	5922
2204	10	4446
1387	10	3452
1190	4	3296
1727	10	4059
1132	3	12376
1040	10	7512
446	10	12760
1796	10	8326
2457	10	10933
1188	4	5449
1903	10	10031
2859	10	6731
1799	10	12129
2872	10	5870
2820	10	7486
2215	10	6061
1870	10	5771
1681	3	12376
165	10	13339
2498	3	12195
865	10	11878
2732	10	13443
1027	10	10796
2418	10	4621
2406	10	6962
2656	10	3959
1040	10	12347
580	10	13522
2845	10	9766
770	10	9007
938	10	11272
456	10	4731
1481	10	12432
1928	3	7427
1838	3	7934
2495	3	9517
1559	4	6916
1548	10	8002
1009	10	8326
323	10	4713
1319	10	10154
1696	3	10986
2742	10	5633
1223	0	5726
2376	3	8331
1036	10	6923
2897	10	9139
1313	10	3634
953	10	8908
2056	9	3364
581	1	5334
2634	4	4222
2129	10	11327
195	10	7764
1441	10	11902
1995	10	4743
1560	3	7997
1724	10	6287
575	4	3563
1835	3	9668
1224	3	10481
2244	10	3128
2261	10	10169
2019	10	8763
2770	10	8577
1124	10	13608
230	10	12077
739	10	11311
1717	10	6746
2642	10	12648
2133	10	4433
2405	7	6855
1454	10	5808
171	10	4513
267	10	10459
2610	10	10167
1363	10	12021
1203	10	10347
1964	10	4651
522	10	12464
1068	10	4432
755	3	13340
52	10	3623
961	4	9787
574	10	12155
1926	10	3844
1194	10	3026
586	3	5120
66	3	8201
752	10	9047
2617	10	4664
31	10	10487
1461	10	5040
1476	10	12915
66	10	7746
2906	10	9303
1435	10	6847
571	3	3135
2004	1	8946
1273	10	12624
1284	3	3728
721	10	8413
2441	10	11708
424	3	7934
671	10	7998
2423	10	8513
1338	10	5563
715	10	12069
422	10	7561
2196	10	12208
2715	10	3695
173	10	5201
2298	10	5255
2364	10	12917
1977	10	5578
1850	3	3912
675	10	10328
835	10	4537
747	3	9767
355	10	12204
894	10	10674
1738	10	8360
1770	3	4239
270	10	10700
2462	10	12258
2738	10	11383
342	10	5460
886	3	6785
2402	10	12561
207	10	5715
1937	10	6976
977	10	12170
796	10	10434
1652	4	3245
864	3	6798
1556	10	11397
2010	10	13473
154	10	3977
2756	10	11803
704	3	7683
2695	10	4625
1727	10	12810
1957	3	7934
1427	10	10753
2831	10	4561
2798	10	7279
1359	10	12914
1341	10	12850
1842	10	5670
1557	3	7130
1402	10	4719
2178	10	12760
2563	10	10347
2812	10	3777
1471	3	12196
192	10	3866
1116	10	4932
1948	4	8418
415	7	4635
553	10	4079
2715	3	6658
1890	3	7934
1573	3	11281
749	10	7448
575	3	10863
1393	10	10612
2007	10	10466
1531	10	4034
1055	10	11277
195	10	4474
1113	10	6301
582	10	5025
2619	10	9357
221	10	3526
795	3	6240
2281	3	4252
1791	10	8830
1095	10	3139
1019	10	5235
2133	4	10109
75	4	8178
2349	10	5350
2619	3	13149
422	10	12580
284	2	11203
848	10	8216
1861	3	6733
2288	10	6616
1543	10	12810
172	3	8808
1435	10	11735
79	10	3339
2817	10	10266
165	10	7593
2557	10	6814
979	10	8239
2787	10	8348
1113	10	5019
2484	10	13558
2825	3	3949
114	10	3940
941	10	4119
935	3	10121
729	8	4306
1270	10	3623
2328	10	10957
2805	0	13018
2342	2	12855
744	10	10130
2715	3	11641
911	10	3673
2128	10	11204
2747	10	8665
1129	10	4059
1589	3	4641
2742	10	6731
2454	10	11311
50	10	13495
192	3	6577
990	10	13199
269	10	3696
1593	10	8524
1304	10	5621
55	10	5606
1588	10	4059
2507	10	8854
2345	10	7725
1880	10	6892
1692	10	7488
763	10	5651
191	10	11311
2786	10	6115
2901	10	9214
2960	10	10713
1535	3	10007
2361	10	8400
2065	3	5436
1938	3	9230
660	10	3956
1858	10	11442
1993	10	9075
1752	10	10940
725	10	10204
2601	4	12665
2012	10	3468
1385	10	3646
1828	10	9696
2694	10	10143
2728	8	12825
2410	10	5424
1982	10	9426
1146	10	3916
1931	4	8582
